observation_id,condition_code,replicate,item_id,submission_state,correct
E4V3-T3-K13-P3,M1R1,13,20,accepted,True
E4V3-T3-K13-P3,M1R1,13,21,accepted,True
E4V3-T3-K13-P3,M1R1,13,22,accepted,True
E4V3-T3-K13-P3,M1R1,13,23,accepted,True
E4V3-T3-K13-P3,M1R1,13,24,accepted,True
E4V3-T3-K13-P3,M1R1,13,25,accepted,False
E4V3-T3-K13-P4,M1R0,13,1,accepted,True
E4V3-T3-K13-P4,M1R0,13,2,accepted,True
E4V3-T3-K13-P4,M1R0,13,3,accepted,True
E4V3-T3-K13-P4,M1R0,13,4,accepted,True
E4V3-T3-K13-P4,M1R0,13,5,accepted,True
E4V3-T3-K13-P4,M1R0,13,6,accepted,True
E4V3-T3-K13-P4,M1R0,13,7,accepted,True
E4V3-T3-K13-P4,M1R0,13,8,accepted,True
E4V3-T3-K13-P4,M1R0,13,9,accepted,True
E4V3-T3-K13-P4,M1R0,13,10,accepted,True
E4V3-T3-K13-P4,M1R0,13,11,accepted,True
E4V3-T3-K13-P4,M1R0,13,12,accepted,True
E4V3-T3-K13-P4,M1R0,13,13,accepted,True
E4V3-T3-K13-P4,M1R0,13,14,accepted,False
E4V3-T3-K13-P4,M1R0,13,15,accepted,False
E4V3-T3-K13-P4,M1R0,13,16,accepted,True
E4V3-T3-K13-P4,M1R0,13,17,accepted,False
E4V3-T3-K13-P4,M1R0,13,18,accepted,True
E4V3-T3-K13-P4,M1R0,13,19,accepted,True
E4V3-T3-K13-P4,M1R0,13,20,accepted,True
E4V3-T3-K13-P4,M1R0,13,21,accepted,True
E4V3-T3-K13-P4,M1R0,13,22,accepted,True
E4V3-T3-K13-P4,M1R0,13,23,accepted,True
E4V3-T3-K13-P4,M1R0,13,24,accepted,True
E4V3-T3-K13-P4,M1R0,13,25,accepted,False
E4V3-T3-K14-P1,M0R1,14,1,not_attempted,False
E4V3-T3-K14-P1,M0R1,14,2,not_attempted,False
E4V3-T3-K14-P1,M0R1,14,3,not_attempted,False
E4V3-T3-K14-P1,M0R1,14,4,accepted,True
E4V3-T3-K14-P1,M0R1,14,5,not_attempted,False
E4V3-T3-K14-P1,M0R1,14,6,not_attempted,False
E4V3-T3-K14-P1,M0R1,14,7,not_attempted,False
E4V3-T3-K14-P1,M0R1,14,8,accepted,True
E4V3-T3-K14-P1,M0R1,14,9,accepted,True
E4V3-T3-K14-P1,M0R1,14,10,accepted,True
E4V3-T3-K14-P1,M0R1,14,11,accepted,True
E4V3-T3-K14-P1,M0R1,14,12,not_attempted,False
E4V3-T3-K14-P1,M0R1,14,13,accepted,True
E4V3-T3-K14-P1,M0R1,14,14,accepted,True
E4V3-T3-K14-P1,M0R1,14,15,accepted,True
E4V3-T3-K14-P1,M0R1,14,16,not_attempted,False
E4V3-T3-K14-P1,M0R1,14,17,not_attempted,False
E4V3-T3-K14-P1,M0R1,14,18,not_attempted,False
E4V3-T3-K14-P1,M0R1,14,19,not_attempted,False
E4V3-T3-K14-P1,M0R1,14,20,not_attempted,False
E4V3-T3-K14-P1,M0R1,14,21,not_attempted,False
E4V3-T3-K14-P1,M0R1,14,22,not_attempted,False
E4V3-T3-K14-P1,M0R1,14,23,not_attempted,False
E4V3-T3-K14-P1,M0R1,14,24,not_attempted,False
E4V3-T3-K14-P1,M0R1,14,25,not_attempted,False
E4V3-T3-K14-P2,M1R0,14,1,accepted,True
E4V3-T3-K14-P2,M1R0,14,2,not_attempted,False
E4V3-T3-K14-P2,M1R0,14,3,not_attempted,False
E4V3-T3-K14-P2,M1R0,14,4,accepted,True
E4V3-T3-K14-P2,M1R0,14,5,accepted,True
E4V3-T3-K14-P2,M1R0,14,6,not_attempted,False
E4V3-T3-K14-P2,M1R0,14,7,not_attempted,False
E4V3-T3-K14-P2,M1R0,14,8,accepted,True
E4V3-T3-K14-P2,M1R0,14,9,accepted,True
E4V3-T3-K14-P2,M1R0,14,10,accepted,True
E4V3-T3-K14-P2,M1R0,14,11,accepted,True
E4V3-T3-K14-P2,M1R0,14,12,accepted,True
E4V3-T3-K14-P2,M1R0,14,13,accepted,True
E4V3-T3-K14-P2,M1R0,14,14,accepted,True
E4V3-T3-K14-P2,M1R0,14,15,accepted,True
E4V3-T3-K14-P2,M1R0,14,16,accepted,True
E4V3-T3-K14-P2,M1R0,14,17,not_attempted,False
E4V3-T3-K14-P2,M1R0,14,18,accepted,True
E4V3-T3-K14-P2,M1R0,14,19,not_attempted,False
E4V3-T3-K14-P2,M1R0,14,20,not_attempted,False
E4V3-T3-K14-P2,M1R0,14,21,not_attempted,False
E4V3-T3-K14-P2,M1R0,14,22,not_attempted,False
E4V3-T3-K14-P2,M1R0,14,23,not_attempted,False
E4V3-T3-K14-P2,M1R0,14,24,not_attempted,False
E4V3-T3-K14-P2,M1R0,14,25,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,1,accepted,True
E4V3-T3-K14-P3,M0R0,14,2,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,3,accepted,False
E4V3-T3-K14-P3,M0R0,14,4,accepted,True
E4V3-T3-K14-P3,M0R0,14,5,accepted,True
E4V3-T3-K14-P3,M0R0,14,6,accepted,False
E4V3-T3-K14-P3,M0R0,14,7,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,8,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,9,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,10,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,11,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,12,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,13,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,14,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,15,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,16,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,17,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,18,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,19,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,20,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,21,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,22,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,23,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,24,not_attempted,False
E4V3-T3-K14-P3,M0R0,14,25,not_attempted,False
E4V3-T3-K14-P4,M1R1,14,1,accepted,True
E4V3-T3-K14-P4,M1R1,14,2,not_attempted,False
E4V3-T3-K14-P4,M1R1,14,3,not_attempted,False
E4V3-T3-K14-P4,M1R1,14,4,accepted,True
E4V3-T3-K14-P4,M1R1,14,5,accepted,True
E4V3-T3-K14-P4,M1R1,14,6,accepted,False
E4V3-T3-K14-P4,M1R1,14,7,accepted,False
E4V3-T3-K14-P4,M1R1,14,8,accepted,True
E4V3-T3-K14-P4,M1R1,14,9,accepted,True
E4V3-T3-K14-P4,M1R1,14,10,accepted,True
E4V3-T3-K14-P4,M1R1,14,11,accepted,True
E4V3-T3-K14-P4,M1R1,14,12,accepted,True
E4V3-T3-K14-P4,M1R1,14,13,accepted,True
E4V3-T3-K14-P4,M1R1,14,14,accepted,True
E4V3-T3-K14-P4,M1R1,14,15,accepted,True
E4V3-T3-K14-P4,M1R1,14,16,accepted,True
E4V3-T3-K14-P4,M1R1,14,17,accepted,False
E4V3-T3-K14-P4,M1R1,14,18,accepted,True
E4V3-T3-K14-P4,M1R1,14,19,not_attempted,False
E4V3-T3-K14-P4,M1R1,14,20,not_attempted,False
E4V3-T3-K14-P4,M1R1,14,21,not_attempted,False
E4V3-T3-K14-P4,M1R1,14,22,not_attempted,False
E4V3-T3-K14-P4,M1R1,14,23,not_attempted,False
E4V3-T3-K14-P4,M1R1,14,24,not_attempted,False
E4V3-T3-K14-P4,M1R1,14,25,not_attempted,False
E4V3-T3-K15-P1,M1R0,15,1,accepted,True
E4V3-T3-K15-P1,M1R0,15,2,not_attempted,False
E4V3-T3-K15-P1,M1R0,15,3,not_attempted,False
E4V3-T3-K15-P1,M1R0,15,4,accepted,True
E4V3-T3-K15-P1,M1R0,15,5,accepted,True
E4V3-T3-K15-P1,M1R0,15,6,accepted,False
E4V3-T3-K15-P1,M1R0,15,7,accepted,False
E4V3-T3-K15-P1,M1R0,15,8,accepted,True
E4V3-T3-K15-P1,M1R0,15,9,accepted,True
E4V3-T3-K15-P1,M1R0,15,10,accepted,True
E4V3-T3-K15-P1,M1R0,15,11,accepted,True
E4V3-T3-K15-P1,M1R0,15,12,accepted,True
E4V3-T3-K15-P1,M1R0,15,13,accepted,True
E4V3-T3-K15-P1,M1R0,15,14,accepted,False
E4V3-T3-K15-P1,M1R0,15,15,accepted,False
E4V3-T3-K15-P1,M1R0,15,16,accepted,True
E4V3-T3-K15-P1,M1R0,15,17,not_attempted,False
E4V3-T3-K15-P1,M1R0,15,18,accepted,True
E4V3-T3-K15-P1,M1R0,15,19,not_attempted,False
E4V3-T3-K15-P1,M1R0,15,20,not_attempted,False
E4V3-T3-K15-P1,M1R0,15,21,not_attempted,False
E4V3-T3-K15-P1,M1R0,15,22,not_attempted,False
E4V3-T3-K15-P1,M1R0,15,23,not_attempted,False
E4V3-T3-K15-P1,M1R0,15,24,not_attempted,False
E4V3-T3-K15-P1,M1R0,15,25,not_attempted,False
E4V3-T3-K15-P2,M1R1,15,1,accepted,True
E4V3-T3-K15-P2,M1R1,15,2,accepted,True
E4V3-T3-K15-P2,M1R1,15,3,accepted,True
E4V3-T3-K15-P2,M1R1,15,4,accepted,True
E4V3-T3-K15-P2,M1R1,15,5,accepted,True
E4V3-T3-K15-P2,M1R1,15,6,accepted,True
E4V3-T3-K15-P2,M1R1,15,7,accepted,True
E4V3-T3-K15-P2,M1R1,15,8,accepted,True
E4V3-T3-K15-P2,M1R1,15,9,accepted,True
E4V3-T3-K15-P2,M1R1,15,10,accepted,True
E4V3-T3-K15-P2,M1R1,15,11,accepted,True
E4V3-T3-K15-P2,M1R1,15,12,accepted,True
E4V3-T3-K15-P2,M1R1,15,13,accepted,True
E4V3-T3-K15-P2,M1R1,15,14,accepted,False
E4V3-T3-K15-P2,M1R1,15,15,accepted,False
E4V3-T3-K15-P2,M1R1,15,16,accepted,True
E4V3-T3-K15-P2,M1R1,15,17,accepted,False
E4V3-T3-K15-P2,M1R1,15,18,accepted,True
E4V3-T3-K15-P2,M1R1,15,19,not_attempted,False
E4V3-T3-K15-P2,M1R1,15,20,accepted,True
E4V3-T3-K15-P2,M1R1,15,21,accepted,True
E4V3-T3-K15-P2,M1R1,15,22,accepted,True
E4V3-T3-K15-P2,M1R1,15,23,accepted,True
E4V3-T3-K15-P2,M1R1,15,24,accepted,True
E4V3-T3-K15-P2,M1R1,15,25,accepted,False
E4V3-T3-K15-P3,M0R1,15,1,accepted,True
E4V3-T3-K15-P3,M0R1,15,2,accepted,True
E4V3-T3-K15-P3,M0R1,15,3,accepted,False
E4V3-T3-K15-P3,M0R1,15,4,accepted,True
E4V3-T3-K15-P3,M0R1,15,5,accepted,True
E4V3-T3-K15-P3,M0R1,15,6,accepted,True
E4V3-T3-K15-P3,M0R1,15,7,accepted,False
E4V3-T3-K15-P3,M0R1,15,8,accepted,True
E4V3-T3-K15-P3,M0R1,15,9,accepted,True
E4V3-T3-K15-P3,M0R1,15,10,accepted,True
E4V3-T3-K15-P3,M0R1,15,11,accepted,True
E4V3-T3-K15-P3,M0R1,15,12,accepted,True
E4V3-T3-K15-P3,M0R1,15,13,accepted,True
E4V3-T3-K15-P3,M0R1,15,14,accepted,True
E4V3-T3-K15-P3,M0R1,15,15,accepted,True
E4V3-T3-K15-P3,M0R1,15,16,accepted,True
E4V3-T3-K15-P3,M0R1,15,17,accepted,False
E4V3-T3-K15-P3,M0R1,15,18,accepted,True
E4V3-T3-K15-P3,M0R1,15,19,not_attempted,False
E4V3-T3-K15-P3,M0R1,15,20,not_attempted,False
E4V3-T3-K15-P3,M0R1,15,21,not_attempted,False
E4V3-T3-K15-P3,M0R1,15,22,not_attempted,False
E4V3-T3-K15-P3,M0R1,15,23,not_attempted,False
E4V3-T3-K15-P3,M0R1,15,24,not_attempted,False
E4V3-T3-K15-P3,M0R1,15,25,not_attempted,False
E4V3-T3-K15-P4,M0R0,15,1,accepted,True
E4V3-T3-K15-P4,M0R0,15,2,accepted,True
E4V3-T3-K15-P4,M0R0,15,3,accepted,True
E4V3-T3-K15-P4,M0R0,15,4,accepted,True
E4V3-T3-K15-P4,M0R0,15,5,accepted,True
E4V3-T3-K15-P4,M0R0,15,6,accepted,True
E4V3-T3-K15-P4,M0R0,15,7,accepted,True
E4V3-T3-K15-P4,M0R0,15,8,accepted,True
E4V3-T3-K15-P4,M0R0,15,9,accepted,True
E4V3-T3-K15-P4,M0R0,15,10,accepted,True
E4V3-T3-K15-P4,M0R0,15,11,accepted,True
E4V3-T3-K15-P4,M0R0,15,12,not_attempted,False
E4V3-T3-K15-P4,M0R0,15,13,accepted,True
E4V3-T3-K15-P4,M0R0,15,14,accepted,False
E4V3-T3-K15-P4,M0R0,15,15,accepted,False
E4V3-T3-K15-P4,M0R0,15,16,accepted,True
E4V3-T3-K15-P4,M0R0,15,17,accepted,False
E4V3-T3-K15-P4,M0R0,15,18,accepted,True
E4V3-T3-K15-P4,M0R0,15,19,accepted,True
E4V3-T3-K15-P4,M0R0,15,20,accepted,True
E4V3-T3-K15-P4,M0R0,15,21,accepted,True
E4V3-T3-K15-P4,M0R0,15,22,accepted,True
E4V3-T3-K15-P4,M0R0,15,23,accepted,True
E4V3-T3-K15-P4,M0R0,15,24,not_attempted,False
E4V3-T3-K15-P4,M0R0,15,25,not_attempted,False
E4V3-T3-K2-P1,M0R1,2,1,accepted,True
E4V3-T3-K2-P1,M0R1,2,2,accepted,False
E4V3-T3-K2-P1,M0R1,2,3,accepted,False
E4V3-T3-K2-P1,M0R1,2,4,accepted,True
E4V3-T3-K2-P1,M0R1,2,5,accepted,True
E4V3-T3-K2-P1,M0R1,2,6,accepted,False
E4V3-T3-K2-P1,M0R1,2,7,accepted,False
E4V3-T3-K2-P1,M0R1,2,8,accepted,True
E4V3-T3-K2-P1,M0R1,2,9,accepted,True
E4V3-T3-K2-P1,M0R1,2,10,accepted,True
E4V3-T3-K2-P1,M0R1,2,11,accepted,True
E4V3-T3-K2-P1,M0R1,2,12,accepted,True
E4V3-T3-K2-P1,M0R1,2,13,accepted,True
E4V3-T3-K2-P1,M0R1,2,14,accepted,True
E4V3-T3-K2-P1,M0R1,2,15,accepted,True
E4V3-T3-K2-P1,M0R1,2,16,accepted,True
E4V3-T3-K2-P1,M0R1,2,17,accepted,False
E4V3-T3-K2-P1,M0R1,2,18,accepted,True
E4V3-T3-K2-P1,M0R1,2,19,accepted,True
E4V3-T3-K2-P1,M0R1,2,20,accepted,True
E4V3-T3-K2-P1,M0R1,2,21,not_attempted,False
E4V3-T3-K2-P1,M0R1,2,22,not_attempted,False
E4V3-T3-K2-P1,M0R1,2,23,not_attempted,False
E4V3-T3-K2-P1,M0R1,2,24,not_attempted,False
E4V3-T3-K2-P1,M0R1,2,25,not_attempted,False
E4V3-T3-K2-P2,M1R0,2,1,accepted,True
E4V3-T3-K2-P2,M1R0,2,2,accepted,True
E4V3-T3-K2-P2,M1R0,2,3,accepted,False
E4V3-T3-K2-P2,M1R0,2,4,accepted,True
E4V3-T3-K2-P2,M1R0,2,5,accepted,True
E4V3-T3-K2-P2,M1R0,2,6,accepted,True
E4V3-T3-K2-P2,M1R0,2,7,accepted,False
E4V3-T3-K2-P2,M1R0,2,8,accepted,True
E4V3-T3-K2-P2,M1R0,2,9,accepted,True
E4V3-T3-K2-P2,M1R0,2,10,accepted,True
E4V3-T3-K2-P2,M1R0,2,11,accepted,True
E4V3-T3-K2-P2,M1R0,2,12,accepted,True
E4V3-T3-K2-P2,M1R0,2,13,accepted,True
E4V3-T3-K2-P2,M1R0,2,14,accepted,True
E4V3-T3-K2-P2,M1R0,2,15,accepted,True
E4V3-T3-K2-P2,M1R0,2,16,accepted,True
E4V3-T3-K2-P2,M1R0,2,17,accepted,False
E4V3-T3-K2-P2,M1R0,2,18,accepted,True
E4V3-T3-K2-P2,M1R0,2,19,accepted,True
E4V3-T3-K2-P2,M1R0,2,20,accepted,True
E4V3-T3-K2-P2,M1R0,2,21,accepted,True
E4V3-T3-K2-P2,M1R0,2,22,accepted,True
E4V3-T3-K2-P2,M1R0,2,23,accepted,True
E4V3-T3-K2-P2,M1R0,2,24,accepted,True
E4V3-T3-K2-P2,M1R0,2,25,accepted,False
E4V3-T3-K2-P3,M0R0,2,1,accepted,True
E4V3-T3-K2-P3,M0R0,2,2,accepted,True
E4V3-T3-K2-P3,M0R0,2,3,accepted,True
E4V3-T3-K2-P3,M0R0,2,4,accepted,True
E4V3-T3-K2-P3,M0R0,2,5,accepted,True
E4V3-T3-K2-P3,M0R0,2,6,accepted,True
E4V3-T3-K2-P3,M0R0,2,7,accepted,True
E4V3-T3-K2-P3,M0R0,2,8,accepted,True
E4V3-T3-K2-P3,M0R0,2,9,accepted,True
E4V3-T3-K2-P3,M0R0,2,10,accepted,True
E4V3-T3-K2-P3,M0R0,2,11,accepted,True
E4V3-T3-K2-P3,M0R0,2,12,accepted,True
E4V3-T3-K2-P3,M0R0,2,13,accepted,True
E4V3-T3-K2-P3,M0R0,2,14,accepted,False
E4V3-T3-K2-P3,M0R0,2,15,accepted,False
E4V3-T3-K2-P3,M0R0,2,16,accepted,False
E4V3-T3-K2-P3,M0R0,2,17,accepted,False
E4V3-T3-K2-P3,M0R0,2,18,accepted,True
E4V3-T3-K2-P3,M0R0,2,19,accepted,True
E4V3-T3-K2-P3,M0R0,2,20,accepted,True
E4V3-T3-K2-P3,M0R0,2,21,not_attempted,False
E4V3-T3-K2-P3,M0R0,2,22,not_attempted,False
E4V3-T3-K2-P3,M0R0,2,23,not_attempted,False
E4V3-T3-K2-P3,M0R0,2,24,not_attempted,False
E4V3-T3-K2-P3,M0R0,2,25,not_attempted,False
E4V3-T3-K2-P4,M1R1,2,1,accepted,True
E4V3-T3-K2-P4,M1R1,2,2,not_attempted,False
E4V3-T3-K2-P4,M1R1,2,3,not_attempted,False
E4V3-T3-K2-P4,M1R1,2,4,accepted,True
E4V3-T3-K2-P4,M1R1,2,5,accepted,True
E4V3-T3-K2-P4,M1R1,2,6,accepted,False
E4V3-T3-K2-P4,M1R1,2,7,accepted,False
E4V3-T3-K2-P4,M1R1,2,8,accepted,True
E4V3-T3-K2-P4,M1R1,2,9,accepted,True
E4V3-T3-K2-P4,M1R1,2,10,accepted,True
E4V3-T3-K2-P4,M1R1,2,11,accepted,True
E4V3-T3-K2-P4,M1R1,2,12,accepted,True
E4V3-T3-K2-P4,M1R1,2,13,accepted,True
E4V3-T3-K2-P4,M1R1,2,14,accepted,False
E4V3-T3-K2-P4,M1R1,2,15,accepted,False
E4V3-T3-K2-P4,M1R1,2,16,accepted,True
E4V3-T3-K2-P4,M1R1,2,17,accepted,False
E4V3-T3-K2-P4,M1R1,2,18,accepted,True
E4V3-T3-K2-P4,M1R1,2,19,accepted,True
E4V3-T3-K2-P4,M1R1,2,20,accepted,True
E4V3-T3-K2-P4,M1R1,2,21,accepted,True
E4V3-T3-K2-P4,M1R1,2,22,accepted,True
E4V3-T3-K2-P4,M1R1,2,23,accepted,True
E4V3-T3-K2-P4,M1R1,2,24,accepted,False
E4V3-T3-K2-P4,M1R1,2,25,accepted,False
E4V3-T3-K3-P1,M1R0,3,1,accepted,True
E4V3-T3-K3-P1,M1R0,3,2,accepted,True
E4V3-T3-K3-P1,M1R0,3,3,accepted,True
E4V3-T3-K3-P1,M1R0,3,4,accepted,True
E4V3-T3-K3-P1,M1R0,3,5,accepted,True
E4V3-T3-K3-P1,M1R0,3,6,accepted,True
E4V3-T3-K3-P1,M1R0,3,7,accepted,True
E4V3-T3-K3-P1,M1R0,3,8,accepted,True
E4V3-T3-K3-P1,M1R0,3,9,accepted,True
E4V3-T3-K3-P1,M1R0,3,10,accepted,True
E4V3-T3-K3-P1,M1R0,3,11,accepted,True
E4V3-T3-K3-P1,M1R0,3,12,accepted,True
E4V3-T3-K3-P1,M1R0,3,13,accepted,True
E4V3-T3-K3-P1,M1R0,3,14,accepted,False
E4V3-T3-K3-P1,M1R0,3,15,accepted,False
E4V3-T3-K3-P1,M1R0,3,16,accepted,True
E4V3-T3-K3-P1,M1R0,3,17,accepted,False
E4V3-T3-K3-P1,M1R0,3,18,accepted,True
E4V3-T3-K3-P1,M1R0,3,19,accepted,True
E4V3-T3-K3-P1,M1R0,3,20,accepted,True
E4V3-T3-K3-P1,M1R0,3,21,accepted,True
E4V3-T3-K3-P1,M1R0,3,22,accepted,True
E4V3-T3-K3-P1,M1R0,3,23,accepted,True
E4V3-T3-K3-P1,M1R0,3,24,accepted,True
E4V3-T3-K3-P1,M1R0,3,25,accepted,False
E4V3-T3-K3-P2,M1R1,3,1,accepted,True
E4V3-T3-K3-P2,M1R1,3,2,accepted,True
E4V3-T3-K3-P2,M1R1,3,3,accepted,True
E4V3-T3-K3-P2,M1R1,3,4,accepted,True
E4V3-T3-K3-P2,M1R1,3,5,accepted,True
E4V3-T3-K3-P2,M1R1,3,6,accepted,True
E4V3-T3-K3-P2,M1R1,3,7,accepted,True
E4V3-T3-K3-P2,M1R1,3,8,accepted,True
E4V3-T3-K3-P2,M1R1,3,9,not_attempted,False
E4V3-T3-K3-P2,M1R1,3,10,not_attempted,False
E4V3-T3-K3-P2,M1R1,3,11,not_attempted,False
E4V3-T3-K3-P2,M1R1,3,12,not_attempted,False
E4V3-T3-K3-P2,M1R1,3,13,not_attempted,False
E4V3-T3-K3-P2,M1R1,3,14,not_attempted,False
E4V3-T3-K3-P2,M1R1,3,15,not_attempted,False
E4V3-T3-K3-P2,M1R1,3,16,not_attempted,False
E4V3-T3-K3-P2,M1R1,3,17,not_attempted,False
E4V3-T3-K3-P2,M1R1,3,18,not_attempted,False
E4V3-T3-K3-P2,M1R1,3,19,not_attempted,False
E4V3-T3-K3-P2,M1R1,3,20,not_attempted,False
E4V3-T3-K3-P2,M1R1,3,21,not_attempted,False
E4V3-T3-K3-P2,M1R1,3,22,not_attempted,False
E4V3-T3-K3-P2,M1R1,3,23,not_attempted,False
E4V3-T3-K3-P2,M1R1,3,24,not_attempted,False
E4V3-T3-K3-P2,M1R1,3,25,not_attempted,False
E4V3-T3-K3-P3,M0R1,3,1,accepted,True
E4V3-T3-K3-P3,M0R1,3,2,accepted,True
E4V3-T3-K3-P3,M0R1,3,3,accepted,False
E4V3-T3-K3-P3,M0R1,3,4,accepted,True
E4V3-T3-K3-P3,M0R1,3,5,accepted,True
E4V3-T3-K3-P3,M0R1,3,6,accepted,True
E4V3-T3-K3-P3,M0R1,3,7,accepted,False
E4V3-T3-K3-P3,M0R1,3,8,accepted,True
E4V3-T3-K3-P3,M0R1,3,9,accepted,True
E4V3-T3-K3-P3,M0R1,3,10,accepted,True
E4V3-T3-K3-P3,M0R1,3,11,accepted,True
E4V3-T3-K3-P3,M0R1,3,12,accepted,True
E4V3-T3-K3-P3,M0R1,3,13,accepted,True
E4V3-T3-K3-P3,M0R1,3,14,accepted,False
E4V3-T3-K3-P3,M0R1,3,15,accepted,False
E4V3-T3-K3-P3,M0R1,3,16,accepted,True
E4V3-T3-K3-P3,M0R1,3,17,accepted,False
E4V3-T3-K3-P3,M0R1,3,18,not_attempted,False
E4V3-T3-K3-P3,M0R1,3,19,not_attempted,False
E4V3-T3-K3-P3,M0R1,3,20,not_attempted,False
E4V3-T3-K3-P3,M0R1,3,21,not_attempted,False
E4V3-T3-K3-P3,M0R1,3,22,not_attempted,False
E4V3-T3-K3-P3,M0R1,3,23,not_attempted,False
E4V3-T3-K3-P3,M0R1,3,24,not_attempted,False
E4V3-T3-K3-P3,M0R1,3,25,not_attempted,False
E4V3-T3-K3-P4,M0R0,3,1,accepted,True
E4V3-T3-K3-P4,M0R0,3,2,accepted,True
E4V3-T3-K3-P4,M0R0,3,3,accepted,True
E4V3-T3-K3-P4,M0R0,3,4,accepted,True
E4V3-T3-K3-P4,M0R0,3,5,accepted,True
E4V3-T3-K3-P4,M0R0,3,6,accepted,True
E4V3-T3-K3-P4,M0R0,3,7,accepted,True
E4V3-T3-K3-P4,M0R0,3,8,accepted,True
E4V3-T3-K3-P4,M0R0,3,9,accepted,True
E4V3-T3-K3-P4,M0R0,3,10,accepted,True
E4V3-T3-K3-P4,M0R0,3,11,accepted,True
E4V3-T3-K3-P4,M0R0,3,12,accepted,True
E4V3-T3-K3-P4,M0R0,3,13,accepted,True
E4V3-T3-K3-P4,M0R0,3,14,accepted,False
E4V3-T3-K3-P4,M0R0,3,15,accepted,False
E4V3-T3-K3-P4,M0R0,3,16,accepted,True
E4V3-T3-K3-P4,M0R0,3,17,accepted,False
E4V3-T3-K3-P4,M0R0,3,18,accepted,True
E4V3-T3-K3-P4,M0R0,3,19,accepted,True
E4V3-T3-K3-P4,M0R0,3,20,accepted,True
E4V3-T3-K3-P4,M0R0,3,21,not_attempted,False
E4V3-T3-K3-P4,M0R0,3,22,not_attempted,False
E4V3-T3-K3-P4,M0R0,3,23,not_attempted,False
E4V3-T3-K3-P4,M0R0,3,24,not_attempted,False
E4V3-T3-K3-P4,M0R0,3,25,not_attempted,False
E4V3-T3-K4-P1,M1R1,4,1,accepted,True
E4V3-T3-K4-P1,M1R1,4,2,accepted,True
E4V3-T3-K4-P1,M1R1,4,3,accepted,True
E4V3-T3-K4-P1,M1R1,4,4,accepted,True
E4V3-T3-K4-P1,M1R1,4,5,accepted,True
E4V3-T3-K4-P1,M1R1,4,6,accepted,False
E4V3-T3-K4-P1,M1R1,4,7,accepted,False
E4V3-T3-K4-P1,M1R1,4,8,accepted,True
E4V3-T3-K4-P1,M1R1,4,9,accepted,True
E4V3-T3-K4-P1,M1R1,4,10,accepted,True
E4V3-T3-K4-P1,M1R1,4,11,accepted,True
E4V3-T3-K4-P1,M1R1,4,12,not_attempted,False
E4V3-T3-K4-P1,M1R1,4,13,accepted,True
E4V3-T3-K4-P1,M1R1,4,14,accepted,True
E4V3-T3-K4-P1,M1R1,4,15,accepted,True
E4V3-T3-K4-P1,M1R1,4,16,accepted,True
E4V3-T3-K4-P1,M1R1,4,17,accepted,False
E4V3-T3-K4-P1,M1R1,4,18,accepted,True
E4V3-T3-K4-P1,M1R1,4,19,not_attempted,False
E4V3-T3-K4-P1,M1R1,4,20,not_attempted,False
E4V3-T3-K4-P1,M1R1,4,21,not_attempted,False
E4V3-T3-K4-P1,M1R1,4,22,not_attempted,False
E4V3-T3-K4-P1,M1R1,4,23,not_attempted,False
E4V3-T3-K4-P1,M1R1,4,24,not_attempted,False
E4V3-T3-K4-P1,M1R1,4,25,not_attempted,False
E4V3-T3-K4-P2,M0R0,4,1,accepted,True
E4V3-T3-K4-P2,M0R0,4,2,accepted,True
E4V3-T3-K4-P2,M0R0,4,3,accepted,True
E4V3-T3-K4-P2,M0R0,4,4,accepted,True
E4V3-T3-K4-P2,M0R0,4,5,accepted,True
E4V3-T3-K4-P2,M0R0,4,6,accepted,True
E4V3-T3-K4-P2,M0R0,4,7,accepted,True
E4V3-T3-K4-P2,M0R0,4,8,accepted,True
E4V3-T3-K4-P2,M0R0,4,9,accepted,True
E4V3-T3-K4-P2,M0R0,4,10,accepted,True
E4V3-T3-K4-P2,M0R0,4,11,accepted,True
E4V3-T3-K4-P2,M0R0,4,12,accepted,True
E4V3-T3-K4-P2,M0R0,4,13,accepted,True
E4V3-T3-K4-P2,M0R0,4,14,accepted,True
E4V3-T3-K4-P2,M0R0,4,15,accepted,True
E4V3-T3-K4-P2,M0R0,4,16,accepted,True
